74,147
74,415
75,162
75,333
75,137
76,289
76,123
76,499
76,150
77,497
77,291
78,80
78,328
78,457
79,209
79,483
79,356
79,197
80,457
80,434
80,195
81,312
81,266
82,417
82,419
82,348
82,421
82,494
83,354
83,324
83,428
83,152
83,251
83,126
84,97
84,459
84,277
84,421
85,265
85,87
86,137
86,156
86,222
87,143
87,211
87,151
87,415
88,162
88,147
88,94
89,256
89,102
90,248
90,408
90,378
90,349
91,488
91,427
91,150
92,154
92,202
93,136
93,192
93,352
94,490
94,290
94,168
94,266
94,152
94,413
95,458
95,470
95,326
96,122
97,160
97,289
97,495
97,178
97,438
98,209
98,171
98,407
98,265
100,313
100,412
100,422
101,230
101,209
101,179
101,217
101,347
102,475
103,482
103,141
104,111
105,363
105,355
105,342
105,286
105,483
106,386
106,451
106,264
106,265
106,332
106,418
106,238
106,213
106,310
106,494
107,299
107,468
107,245
107,280
107,379
108,244
108,116
108,252
109,497
110,128
111,330
111,428
111,389
112,336
112,249
112,379
112,372
113,385
113,174
113,351
114,416
114,417
114,407
115,320
115,425
116,192
116,449
116,265
116,461
116,271
116,476
117,339
117,494
118,440
118,297
118,413
119,344
119,384
119,258
119,197
120,169
120,204
121,136
121,171
121,140
121,335
121,328
121,372
121,375
121,463
122,449
122,358
122,428
122,408
122,216
122,442
122,191
123,262
123,233
123,138
123,275
123,438
123,407
124,130
124,266
124,331
124,274
124,179
124,439
124,474
124,189
125,494
126,354
126,332
126,202
126,236
126,432
126,246
126,344
126,127
127,331
127,453
128,308
128,365
129,490
129,226
129,247
130,421
130,422
130,210
130,445
131,176
131,234
132,412
132,334
132,190
132,375
133,417
133,293
133,424
133,236
133,206
133,336
133,430
133,447
134,160
134,202
134,378
134,229
134,442
136,287
137,224
137,418
137,482
137,368
137,277
138,325
138,494
138,181
138,318
139,252
139,181
139,287
140,400
140,156
140,393
141,466
142,449
142,172
142,492
142,381
142,382
143,214
144,264
144,344
144,362
144,165
144,487
145,266
145,365
145,304
145,337
145,307
145,216
145,444
146,457
146,403
147,347
147,411
148,417
148,317
148,498
149,297
149,460
150,421
150,358
150,430
150,499
151,448
151,169
151,306
151,442
152,253
153,331
153,318
154,245
154,365
155,249
156,401
156,199
157,200
157,449
157,334
157,261
158,259
159,208
159,472
159,327
160,258
160,280
161,234
161,428
162,434
163,193
163,194
163,261
163,315
163,412
164,361
164,179
164,204
164,382
164,271
165,235
166,179
166,212
167,429
168,453
168,381
168,223
169,235
170,281
171,237
172,264
172,259
172,477
173,352
173,201
173,402
173,350
174,323
174,364
175,489
175,379
175,293
176,184
176,400
176,386
177,248
177,388
177,220
177,197
177,469
178,328
178,227
178,409
179,332
181,331
181,378
181,442
182,489
182,299
182,228
182,317
182,446
183,360
183,278
183,246
184,360
184,411
184,223
185,496
185,489
186,464
186,217
186,420
186,270
186,207
187,362
187,206
188,344
188,484
188,245
189,400
189,434
189,345
189,443
191,195
191,387
191,238
192,348
192,245
193,357
193,426
193,299
193,269
193,240
193,401
193,476
194,353
194,199
194,329
194,241
194,497
195,337
195,327
196,355
196,232
196,490
196,334
196,433
196,279
197,441
197,367
197,473
198,476
198,268
198,461
199,445
201,328
202,437
202,309
203,271
204,353
205,392
205,236
206,435
206,212
206,350
207,422
208,456
208,321
208,498
209,365
209,254
210,358
210,333
210,495
210,372
210,437
211,419
211,331
211,409
212,409
212,303
213,400
213,391
214,420
215,441
216,248
216,269
217,366
218,366
219,232
219,264
219,376
220,349
220,441
221,380
221,481
222,473
222,398
223,488
223,240
224,436
224,332
225,491
225,263
226,442
227,276
227,229
228,467
228,343
229,298
229,372
229,247
229,412
230,448
232,440
232,460
233,256
233,262
233,305
233,498
233,282
234,277
234,433
234,389
235,354
235,260
236,349
237,384
237,488
237,340
237,391
238,390
238,361
238,273
238,466
238,345
239,315
239,287
240,489
240,460
240,493
240,498
240,313
241,250
243,284
244,294
245,280
247,422
247,365
247,431
247,274
248,360
248,361
248,493
249,320
249,341
249,381
250,371
250,429
251,456
251,349
251,445
252,490
252,399
252,464
252,414
253,362
253,467
253,270
254,331
258,418
258,357
258,317
259,384
259,427
259,373
259,407
260,298
260,406
261,389
261,297
261,458
262,430
262,367
263,414
265,292
265,335
265,275
265,373
266,419
266,342
267,425
267,437
267,318
268,459
268,470
268,376
268,314
268,286
269,473
269,280
269,367
271,419
271,499
272,351
273,295
273,378
273,315
274,331
274,491
275,362
275,422
276,403
278,498
278,492
279,312
280,409
281,480
284,449
284,414
284,447
286,424
286,498
286,445
287,364
288,469
289,483
291,355
292,310
292,465
296,393
297,462
298,316
298,410
298,475
298,348
300,435
300,356
300,485
302,425
302,330
302,444
302,362
303,458
304,411
304,415
304,374
304,321
305,370
305,445
306,323
306,452
306,401
306,497
306,419
307,404
307,414
307,385
309,431
310,348
310,317
311,360
311,331
313,481
313,427
313,405
315,385
315,322
315,358
316,336
316,418
316,367
317,428
318,396
318,429
318,405
318,376
319,465
319,474
319,485
319,351
320,347
322,352
322,490
323,424
323,467
326,402
326,359
327,352
328,385
328,391
328,494
328,379
329,357
330,445
331,468
332,448
332,383
333,394
334,449
338,406
340,371
340,378
340,404
341,481
343,395
343,439
344,480
344,434
345,495
345,445
346,495
347,451
347,494
349,422
352,374
352,475
353,432
354,435
359,416
359,468
359,420
360,475
361,384
361,450
362,417
364,440
365,437
366,471
366,447
367,373
368,407
368,385
370,393
372,480
374,386
375,443
376,435
376,399
378,481
378,426
379,441
380,402
380,405
381,388
382,473
383,460
390,439
391,434
393,484
394,473
395,496
395,444
397,453
398,411
398,419
401,422
401,438
401,440
403,492
404,460
404,487
408,479
410,436
413,496
414,457
415,429
417,461
417,440
418,487
419,474
419,477
425,481
425,451
428,459
429,448
429,444
430,455
433,497
435,493
436,483
438,445
438,479
441,496
442,461
453,481
455,477
458,486
459,485
485,491
